state	code	severity	method	ic	hasPayload	hasDate	hasDateTime	hasInt32	hasInt64	hasFloat	hasDouble	hasEmpty	hasRange	hasSymbol	hasGreater	hasLower	hasBTrue	hasBFalse	hasSRange	hasLang
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
success	200	0	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	PUT	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	n	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
success	200	0	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	y	n	n	n	n	y	n	
failed	400	1	POST	16	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	500	2	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
failed	500	2	GET	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
failed	500	2	GET	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	n	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	n	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	n	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	y	n	n	y	n	y	n	
failed	500	2	POST	9	y	n	y	y	n	n	n	y	n	n	n	n	y	n	y	n	
failed	400	1	GET	2	y	n	y	n	n	n	n	n	n	n	n	n	n	n	y	n	
failed	400	1	GET	2	y	n	y	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	GET	2	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
failed	500	2	GET	2	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	GET	2	y	n	n	y	n	n	n	n	n	n	n	n	n	n	y	n	
failed	400	1	GET	2	y	n	n	n	n	n	n	n	n	y	n	n	n	n	y	n	
failed	500	2	GET	2	y	n	n	y	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	GET	2	y	n	n	n	n	n	n	y	n	y	n	n	n	n	n	n	
success	200	0	POST	5	y	n	y	y	n	n	n	n	n	n	n	n	n	n	y	n	
failed	500	2	POST	5	y	n	n	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	500	2	POST	5	y	n	n	y	n	n	n	y	n	n	n	n	n	n	y	n	
success	200	0	POST	5	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
failed	500	2	POST	5	y	n	n	n	n	n	n	y	n	y	n	n	n	n	y	n	
success	200	0	POST	5	y	n	y	n	n	n	n	y	n	y	n	n	n	n	y	n	
success	200	0	POST	5	y	n	y	n	n	n	n	y	n	y	n	n	n	n	y	n	
failed	500	2	POST	5	y	n	n	y	n	n	n	y	n	n	n	n	n	n	y	n	
success	200	0	POST	5	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
success	200	0	POST	5	y	n	y	y	n	n	n	y	n	n	n	n	n	n	y	n	
success	200	0	POST	5	y	n	y	n	n	n	n	y	n	y	n	n	n	n	y	n	
failed	500	2	GET	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
success	200	0	GET	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	DELETE	1	y	n	n	n	n	n	n	n	n	n	n	n	n	n	y	n	
failed	405	1	DELETE	1	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	400	1	GET	2	y	n	y	n	n	n	n	n	n	n	n	n	n	n	y	n	
failed	500	2	GET	2	y	n	y	n	n	n	n	y	n	n	n	n	n	n	n	n	
failed	500	2	GET	2	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
failed	500	2	GET	2	y	n	n	n	n	n	n	y	n	n	n	n	n	n	n	n	
success	200	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	3	y	n	y	n	n	n	n	n	n	n	n	n	n	n	y	n	
success	403	0	GET	3	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
success	403	0	GET	3	y	n	y	n	n	n	n	y	n	n	n	n	n	n	n	n	
success	403	0	GET	3	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
success	403	0	GET	3	y	n	y	n	n	n	n	n	n	n	n	n	n	n	y	n	
success	403	0	GET	3	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
success	403	0	GET	3	y	n	y	n	n	n	n	y	n	n	n	n	n	n	n	n	
success	403	0	GET	3	y	n	n	n	n	n	n	y	n	n	n	n	n	n	y	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
success	403	0	GET	0	y	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	
